"ensembl_tr_id","GSM4223714","GSM4223715","GSM4223716","GSM4223717","GSM4223718","GSM4223719","GSM4223720","GSM4223721","GSM4223722","GSM4223723","GSM4223724","GSM4223725"
"ENSMUST00000168844",101.698,150.552,149.345,138.729,100.139,45.649,90.906,0,0,98.118,141.787,91.747
"ENSMUST00000068367",53.302,14.507,0,82.271,0,33.269,26.999,120.754,66.567,0,7.861,25.253
"ENSMUST00000113890",0,2.941,9.655,0,4.861,15.081,14.095,11.246,11.433,17.882,10.353,0
"ENSMUST00000093829",5,2,17,23,1,2,6,8,1,1,8,8
"ENSMUST00000118485",0,0,0,0,2.165,0,3.841,0,0,0,3.282,3.17
"ENSMUST00000068967",0,0,15.644,11.604,0,0,0,3.117,0,1.027,0,0
"ENSMUST00000153934",6,5,80.356,107.396,4.835,4.964,56.497,71.883,3.938,1.973,58.768,62.83
"ENSMUST00000172298",34.37,16.251,26.34,15.112,3.391,4.534,2.241,7.997,3.45,1.099,5.68,4.541
"ENSMUST00000167569",245.246,0,0,0,0,0,0,0,0,0,0,0
"ENSMUST00000172444",1079.917,1639.447,1339.361,2069.143,818.609,881.832,1451.619,1432.003,714.098,731.901,1174.357,1196.526
"ENSMUST00000166857",35.466,6.302,20.299,8.745,0,1.634,5.14,0,2.452,0,8.963,11.933
"ENSMUST00000038890",58.213,28.284,34.174,41.891,12.735,16.264,24.793,19.678,21.624,9.706,11.234,16.746
"ENSMUST00000214001",4.966,4.631,1.24,4.313,3.35,3.062,3.085,6.026,2.002,1.657,1.027,3.767
"ENSMUST00000213437",2,1,2,1,4,1,4,7,5,4,4,3
"ENSMUST00000216098",41.464,28.694,23.499,33.506,12.597,11.838,18.21,27.543,4.348,15.559,15.326,22.882
"ENSMUST00000213744",40.217,16.881,33.449,22.734,24.265,23.805,23.766,25.198,30.99,25.923,61.162,40.544
"ENSMUST00000170517",93.873,43.103,100.565,39.933,13,0,16,12.984,7,8,18,11
"ENSMUST00000036615",1767,1335,1404,1143,352,443,511,537,326,308,341,415
"ENSMUST00000034960",132.502,152.372,136.195,120.289,77,71.6,118.536,107.918,62.898,51,96,100.705
"ENSMUST00000167773",8.662,0,0,4.325,0,0,0,0,0,0,0,0
"ENSMUST00000217434",0,1.338,2.826,0,0,0,3.446,3.082,0,0,0,0
"ENSMUST00000216010",3,3,5.071,3.017,1,0,3.017,0,0,0,0,0
"ENSMUST00000216309",18.836,20.29,35.908,14.369,0,7.4,13,15,5.102,5,5,8.295
"ENSMUST00000213533",0,314.073,0,0,157,186,138,159,209,195,136,157
"ENSMUST00000035499",0,106.927,0,0,0,0,0,0,0,0,0,0
"ENSMUST00000077696",595,0,375,367,0,0,0,0,0,0,0,0
"ENSMUST00000216542",0,5,6,3,0,4,0,1,0,0,0,2
"ENSMUST00000213423",6,0,11,0,0,0,0,0,0,0,0,0
"ENSMUST00000214978",83.021,31,42,38,2,9.006,8,15,10,8.004,6.005,8
"ENSMUST00000034961",28,22,16,20,1,0,10,3,1,3,1,2
"ENSMUST00000069000",12,6,19.512,14.673,2,0,2,5,0,0,1,0
"ENSMUST00000216486",0,0,2.488,3.327,0,2,0,0,0,0,0,3
"ENSMUST00000048762",0,0,9,5,0,0,0,0,0,0,0,0
"ENSMUST00000015501",0,60,0,63,15,18.951,29,28,16,15,14,31
"ENSMUST00000113824",105,0,111.997,0,0,0,0,0,0,0,0,0
"ENSMUST00000048184",12.547,1.114,3.608,4.673,0,0,4.659,4,0,0,3.399,4
"ENSMUST00000214433",0,2.886,0,3.327,4,2,6.341,0,2,1,4.601,0
"ENSMUST00000215470",25.453,0,43.392,0,0,0,0,0,0,0,0,0
"ENSMUST00000215605",3.6,8.812,1.652,0,2.908,4.016,5.794,2.978,0,0,4.758,1.942
"ENSMUST00000085453",9,7,13,4,2,0,1,3,0,0,0,1
"ENSMUST00000074792",107.131,96.31,113.244,73.056,28.425,47.292,51.357,57.097,29.93,28.763,48.389,34.326
"ENSMUST00000132966",2.585,2.455,4.004,1.222,0,0,1.118,0,1.104,3.054,2.512,0
"ENSMUST00000214308",1.64,2.059,5.651,2.089,0,1.019,2.028,0,1.018,1.013,1.296,0
"ENSMUST00000034955",373,294,341,338,121,134,197,210,169,164,245,230
"ENSMUST00000214740",39.371,0,17.773,37.147,22.428,21.329,5.752,11.714,36.986,36.336,29.367,32.504
"ENSMUST00000213554",0,22.804,0,0,6.573,0,17.77,0,0,1.829,9.145,0
"ENSMUST00000068944",42.629,42.196,43.227,49.067,0,8.671,36.479,26.286,18.013,20.835,26.488,30.496
"ENSMUST00000131483",28,31,28,61,1,1,3,4,0,0,1,0
"ENSMUST00000169003",107,157,137,190,28,65,68,92,37,40,90,92
"ENSMUST00000153700",0,0,1047,0,609,756,0,0,648,621,932,961
"ENSMUST00000046490",978,1519,0,1488,0,0,940,1015,0,0,0,0
"ENSMUST00000159109",176,81,180,116,23,35,49,55,44,31,29,24
"ENSMUST00000179395",209.732,171.066,209.794,187.792,75.223,77.221,129.004,119.124,35.103,45.088,119.629,108.771
"ENSMUST00000122410",0,0,0,0,0,0,0,0,15.278,20.513,0,0
"ENSMUST00000119245",12.419,2.189,2.426,2.058,0,0,0,0,5.597,0,6.094,0
"ENSMUST00000139346",3.169,1.153,1.092,3,0,0,3,1.088,0,5,0,0
"ENSMUST00000045802",692.315,1099.251,733.422,1210.564,15.008,16.985,52.009,50.002,0,1,13.593,14.002
"ENSMUST00000153841",10.786,12.914,24.2,7.544,3.152,1,6.425,8.26,1.123,9.288,5,4.215
"ENSMUST00000205379",0,0,0,11.857,0,0,0,0,0,0,0,0
"ENSMUST00000146069",7.03,0,4.434,4.682,0,0,4.263,8.351,0,0,0,0.988
"ENSMUST00000206048",65.937,37.905,47.721,113.752,72.254,80.475,98.141,72.151,59.064,46.118,72.752,79.524
"ENSMUST00000034949",78.382,41.914,73.331,19.04,12.746,24.3,28.727,26.679,15.694,12.882,19.116,10.476
"ENSMUST00000206528",73.436,30.34,100.445,0,0,0,0,0,0,0,9.985,0
"ENSMUST00000205489",11.186,4.84,36.409,9.351,2,3.225,1.132,2.153,2.242,1,3.147,1
"ENSMUST00000213785",25.506,41.346,3.939,31.598,32.594,31.797,47.492,48.214,41.208,32.632,37.604,44.939
"ENSMUST00000034947",463.252,129.413,470.507,212.643,72.772,68.898,139.796,154.841,59.893,38.012,95.796,88.379
"ENSMUST00000034946",153.91,122,166,166,73,75,83,83,83,68,85,82
"ENSMUST00000146893",3,1,0,2,2,0,3,2,0,0,0,1
"ENSMUST00000034945",87,94,91,94,14,20,48,40,7,8,28,21
"ENSMUST00000034944",1,0,0,0,16,18,25,35,14,19,25,26
"ENSMUST00000144280",17,11,26,6,6,5,8,9,7.163,4,2,6
"ENSMUST00000042824",153.67,95.799,178.607,137.02,46.082,51.087,75.231,65.442,79.257,79.107,49.062,60.053
"ENSMUST00000140487",47.33,10.201,36.393,8.98,6.918,9.913,8.769,14.558,9.743,7.893,2.938,2.947
"ENSMUST00000135600",42.639,0,14.27,4.773,5.031,0,2.363,0,7.554,0,0,0
"ENSMUST00000130854",1,2,7,3,4,3,3,1,5,4,0,4
"ENSMUST00000056890",5,7,15,10,0,2,8,0,0,1,1,0
"ENSMUST00000127569",101.382,76.38,104.572,106.82,68.723,75.006,85.45,84.533,27.028,47.516,49.97,67.321
"ENSMUST00000139547",129.022,106.265,145.479,104.155,13.023,17.491,35.359,40.005,52.473,25.608,69.22,58.43
"ENSMUST00000132255",0,0,18.502,0,0,0,0,0,0,0,0,0
"ENSMUST00000124519",26.07,19.451,31.427,29.651,0,0,0,0,0,13.411,0,0
"ENSMUST00000085420",12,13,1,0,3,8,8,4,2,7,6,7
"ENSMUST00000034934",163.849,96.904,134.591,83.025,14,15.026,23,41,16,19,20,19
"ENSMUST00000169282",12.967,8.086,9.546,11.975,6.01,2.976,5.203,5.006,3,2,6.25,3
"ENSMUST00000041139",47.932,35.316,13.135,19,3,5,12,7.009,3,4.011,1.026,11
"ENSMUST00000040917",28.239,17.335,3.925,52.384,11.761,17.795,30.361,54.443,27.565,7.987,10.784,36.947
"ENSMUST00000127896",73.788,79.909,88.371,91.183,20.763,23.426,20.314,33.916,20.865,14.014,23.228,21.139
"ENSMUST00000143044",183.186,248.598,224.108,242.229,153.477,137.598,157.472,157.161,159.844,200.064,271.309,262.166
"ENSMUST00000123931",80.54,32.158,90.458,51.204,14.999,11.181,15.853,25.48,9.725,10.921,8.679,22.713
"ENSMUST00000215172",56,19,43.943,21,4,6,1,7,0,0,2,7
"ENSMUST00000113690",7.561,2.65,3.561,0,1.296,0,1.269,0,0,0,0,0
"ENSMUST00000139046",527.305,275.422,1018.98,689.153,16.704,20,62.732,39,17,19,46,56
"ENSMUST00000113685",1414.846,1528.549,2856.058,2953.539,1207.999,1352,1982.989,2023.997,917.538,1079,1904.999,1929.996
"ENSMUST00000113686",4.98,15.216,0,296.532,0,0,0,0,281.46,0,0,0
"ENSMUST00000113687",0,0,8.321,2.2,0,0,0,0,0,0,0,0
"ENSMUST00000030185",68.308,40.163,113.934,62.576,3.001,3,7.01,4.003,3.002,1,4.001,5.004
"ENSMUST00000040025",100.608,19.845,75.021,36.145,3.058,3.245,9.158,7.93,1.356,1.749,1.782,8.062
"ENSMUST00000217550",223.842,297.734,186.681,380.826,74.007,105.665,169.476,148.685,60.194,52.285,72.5,98.409
"ENSMUST00000214859",21.337,18.597,63.49,0,19.803,19.752,0,0,18.025,18.966,20.53,0
"ENSMUST00000215784",321.634,172.823,310.868,180.055,36.158,70.34,36.369,76.401,35.206,30.999,30.188,23.529
"ENSMUST00000216799",12.635,6.57,4.117,10.984,5.182,5.14,6.178,3.799,2.045,2.064,1.013,1.123
"ENSMUST00000186205",0,0,0,0,5,1,3,3,1,2,4,1
"ENSMUST00000171652",0,0,0,0,3,5,23,20,6,5,7,9
"ENSMUST00000054500",1,0,8,6,0,3,5,3,0,0,1,0
"ENSMUST00000077879",25.529,12.464,37.837,12.105,0.023,3.27,4.173,1.302,4.733,0.021,3.109,4.102
"ENSMUST00000217386",18.74,12.536,5.574,8.567,2.995,7.455,0,1.747,0,1.986,0,5.282
"ENSMUST00000216856",8.051,0,15,11,0,0,0,0,0,0,0,0
"ENSMUST00000215524",4.731,0,1.589,5.327,3.999,3.888,4.826,3.951,0.965,6.993,5.891,8.616
"ENSMUST00000034766",69.151,27.082,62.47,51.507,19.305,11.997,32.979,62.412,9.597,9.651,25.685,27.691
"ENSMUST00000113624",90.874,147.37,116.626,223.493,108.695,86.003,260.021,244.605,65.411,45.38,112.42,134.979
"ENSMUST00000034761",50.672,35,82.534,46.648,14.91,12,13.611,13,11.811,9,14,11
"ENSMUST00000142743",8.328,0,9.445,3.352,1.09,0,3.389,1,2.189,0,0,0
"ENSMUST00000034756",5733,4575,7144,6992,1397,1538,2827,2998,874,845,2262,2370
"ENSMUST00000071281",0,1.026,54.377,79.186,2.061,2.793,32.068,45,0,0,36.112,38.323
"ENSMUST00000180914",0,0,3,5,0,0,2,1,0,0,1,0
"ENSMUST00000034754",63.603,47.001,119.033,0,44,63.798,71.525,42.96,48.607,26.343,52.107,66.731
"ENSMUST00000085393",136.721,22.304,115.798,127.987,0,0,18.041,0,0,0,6.859,0
"ENSMUST00000117450",6.81,9.7,4.68,6.381,0,6.202,7.435,1.04,0,0,1.034,3.269
"ENSMUST00000137472",48.865,23.995,64.489,48.631,0,0,0,0,8.393,5.657,0,0
"ENSMUST00000119905",172.999,2.428,193,0,0,0,0,0,0,0,1.99,0
"ENSMUST00000140265",0,0,0,0,0,0,0,12.685,0,0,0,0
"ENSMUST00000148239",0,88.508,0,126,32,23,64,64.315,20,22,40.01,32
"ENSMUST00000034749",207.046,126,203,132,12,11,28.001,24,7,8,19,12
"ENSMUST00000141775",5.378,0,0,0,0,0,4.886,2.965,0,0,1.001,0
"ENSMUST00000213863",22.084,13,22.037,8,1,3,8,8,4,8,13,8
"ENSMUST00000034745",3619.912,6057,4253.963,5965,3930,4653,7025,6907,6307,5635,8390,8339
"ENSMUST00000034742",109,153,98,198,3,3,14,15,2,0,3,8
"ENSMUST00000213208",12.581,0,0,1.43,2,6,4.171,0,0,0,1,2
"ENSMUST00000215848",5.419,0,0,14.57,0,0,1.829,0,4,6,0,0
"ENSMUST00000113595",0,7.999,24,0,0,0,0,7,0,0,0,0
"ENSMUST00000215948",9,9,13,16,4,3,9,10,1,2,0,1
"ENSMUST00000216816",0,0,50.506,0,0,0,28.863,0,0,0,0,0
"ENSMUST00000217593",57.402,28.909,0,39.783,3,10,0,20.873,15.527,12,10,4
"ENSMUST00000213362",7.054,0,16.288,3,2,0,1.017,1,0,0,1,2
"ENSMUST00000214834",13.893,2.091,21.002,2.217,0,1,1.066,2.127,2.473,0,0,0
"ENSMUST00000216881",24,12,25,23,3,4,5,6,4,3,3,4
"ENSMUST00000049031",71.399,35.736,68.097,45.167,11.381,12.833,22.186,23.808,14.988,24.097,17.045,18.267
"ENSMUST00000213380",138.601,48.179,140.903,83.833,26.619,38.167,56.814,45.192,34.944,23.903,41.955,35.733
"ENSMUST00000098589",6,5,3,3,0,3,6,3,0,0,5,1
"ENSMUST00000067880",170,57,164,91,21,20,29,35,18,8,10,21
"ENSMUST00000215190",22.334,19.007,38,14,8.938,17.979,29.3,20.337,11,13,15.852,13.363
"ENSMUST00000060917",0,0,4,8,0,1,0,1,0,0,1,1
"ENSMUST00000133239",2.922,8,1,7,1,0,7,2,1,4,5,4
"ENSMUST00000034723",81,73,32,37,80,74,204,208,42,39,226,209
"ENSMUST00000034720",67.402,36.24,63.021,40.248,0,15.142,0,29.212,17.129,15.21,25,21.125
"ENSMUST00000163972",0,0,11.339,0,18,0,33,0,0,0,0,4.071
"ENSMUST00000233263",11.598,9.76,31.641,17.752,1,2.858,8,6.788,2.871,0.79,0,2.805
"ENSMUST00000093823",5,3,5.508,4,0,0,1,0,0,1,0,1
"ENSMUST00000121322",0,7,52.488,9.66,19.779,21,6.288,9,4,4.294,16,11.685
"ENSMUST00000072899",40.214,0,0,0,0,0,0,0,0,0,0,0
"ENSMUST00000146567",4.786,0,29.512,3.34,1.221,0,3.712,0,0,1.706,0,3.315
"ENSMUST00000192754",10,9,17,12,0,2,0,2,0,1,2,1
"ENSMUST00000183404",182.348,117.592,301.573,240.015,22.578,41.098,29.801,64.696,19.358,14.964,36.131,43.945
"ENSMUST00000184770",14.915,10.09,34.724,16.025,0,0,0,1.799,1.913,0,4.375,0
"ENSMUST00000183918",135.706,24.086,247.241,0,0,5.972,49.587,14.265,9.965,5.941,0,7.592
"ENSMUST00000184867",0,12.923,0,110.799,8.424,0,0,0,0,0,12.494,15.782
"ENSMUST00000184448",47.333,0,181.244,0,0,0,0,0,0,0,0,0
"ENSMUST00000184523",3.905,0,12.97,0,0,0,0,0,0,0,0,0
"ENSMUST00000184196",29,8,28,14,0,2,1,4,1,2,5,1
"ENSMUST00000184806",11,1,9,0,0,3,0,1,1,0,0,0
"ENSMUST00000195551",3,1,8,0,0,0,0,0,0,0,0,3
"ENSMUST00000193112",6,4,18,1,2,5,0,1,0,0,0,0
"ENSMUST00000191887",3.001,0,7,0,0,0,1,0,0,0,0,0
"ENSMUST00000194599",10.014,0,8,2.301,1,2,1,2,1,0,0,1
"ENSMUST00000098576",0,15.504,0,18.409,0,13.018,0,9,0,10.766,0,0
"ENSMUST00000184399",26.791,13.637,19.04,30.227,11,0,8.266,0,4,0,5,6.019
"ENSMUST00000183400",8.03,0,10.844,4.481,0,0,0,0,0,0,0,0
"ENSMUST00000183410",39.212,0,65.22,0,0,0,0,0,0,0,0,0
"ENSMUST00000184786",2.053,0,0,0,0,1.006,4,2,2,0,1,0
"ENSMUST00000183608",86.571,21.082,76.76,43.911,16.951,29.988,38.831,44.604,15.279,21.125,21.289,17.715
"ENSMUST00000193207",12.487,11.889,3.138,19.025,7.225,3.438,7.809,13.052,5.78,2.206,3.465,5.578
"ENSMUST00000034746",50.15,45.129,64.71,59.746,7.435,12.076,25.217,26.298,13.704,14.48,9.865,11.508
"ENSMUST00000194708",2,4,5,3,0,0,0,0,0,0,0,0
"ENSMUST00000184312",6.289,4.403,4.945,4.34,0,0,0,6.474,0,0,0,0
"ENSMUST00000085358",65.829,21.754,77.19,35.747,10.283,1.694,1.926,15.535,1.537,0,4.151,8.843
"ENSMUST00000184125",244.123,107.775,252.423,158.333,0,22.56,31.06,28.737,19.657,35.621,23.149,27.35
"ENSMUST00000183399",42.089,0,70.284,4.103,1.556,1.312,4.093,1.29,0,1.231,4.154,0
"ENSMUST00000184734",2.363,1.184,1.167,2.118,1,0,0,1.327,1.627,0,0,0
"ENSMUST00000183551",0,76.722,0,98.359,12.161,11.434,30.921,27.471,5.162,0,0,7.807
"ENSMUST00000163401",58,34,64,0,14,26,25,30,17,10,12,5
"ENSMUST00000093820",0,0,0,43,0,0,0,0,0,0,0,0
"ENSMUST00000184851",9.237,3.544,14.488,3,0,0,2.958,0,0,0,0,0
"ENSMUST00000185177",24.761,6.456,36.512,3,8,6,4.042,7,10,4,6,1
"ENSMUST00000183601",19.6,5.41,12.349,9.39,4.233,6.417,6.566,2.046,4.194,5.436,2.082,5.069
"ENSMUST00000192251",4.576,1,7.464,0,0,0,0,2,0,0,0,0
"ENSMUST00000034740",2297.232,1753.016,2551.939,2587.008,316.425,316.522,662.315,835.204,241.916,306.278,335.719,360.527
"ENSMUST00000184737",37.684,7.086,23.163,9.078,3.067,3,7.036,6.025,4.068,0,7.078,3.066
"ENSMUST00000184450",16.59,9.188,12.456,13.278,6.245,6.07,4.075,6.034,8.064,6.127,12.247,2.034
"ENSMUST00000184287",3627.494,1356.711,4374.146,1999.636,487.262,463.408,780.575,763.738,554.951,493.502,676.955,740.374
"ENSMUST00000195338",2,0,3,0,5,3,3,1,0,2,0,3
"ENSMUST00000192735",37,8,36,9,3,2,9,7,4,12,8,5
"ENSMUST00000194508",14.796,3.001,11,8.603,2,3.017,1.877,1,1.001,3.028,2,2.001
"ENSMUST00000055535",38,29,81,47,2,4,14,10,6,0,10,14
"ENSMUST00000192843",10,3,26,7,0,2,0,2,0,0,7,3
"ENSMUST00000193259",73.209,44.313,67.556,60.422,25.034,24.5,43.392,54.746,24.014,21.628,19.383,27.174
"ENSMUST00000038489",158.008,135,238.23,198.322,55.422,59,118.018,144.095,65,59,68.001,85
"ENSMUST00000098567",0,0,21.846,0,2,0,1,3,0,0,0,0
"ENSMUST00000034734",27,1.563,11.154,6.843,0,0,0,0,0,0,3,4
"ENSMUST00000149692",0,55.141,0,41.225,0,0,2.995,0,5.69,0,0,0
"ENSMUST00000124565",210,84,199,100,11,6,15,10,6,9,8,11
"ENSMUST00000184123",5.153,0,5.011,0,2,0,0,1,1,4,0,0
"ENSMUST00000037977",0,0,0,0,320.437,332.628,381.851,371.306,401.115,353.212,557.215,536.012
"ENSMUST00000150826",0,43.033,0,63.284,0,25.146,0,0,23.265,23.182,0,0
"ENSMUST00000183672",20.004,34.017,25.012,44,9.14,9.004,37,22.399,12,8,10,4.001
"ENSMUST00000085350",678.091,388.756,646.667,412.386,0,0,8.816,0,9.173,4.213,5.47,22.886
"ENSMUST00000124008",154.07,0,138.04,0,26.08,0,29.329,28.24,0,0,32.232,37.806
"ENSMUST00000138466",438.836,297.506,403.29,339.258,264.482,300.224,230.237,297.455,300.745,342.393,474.084,501.296
"ENSMUST00000183746",3.842,1.364,1.214,1.349,6.298,1.46,6.235,0,5.24,0,0,6.583
"ENSMUST00000093819",42.162,39.367,35.799,36.95,20.702,27.543,39.538,28,33.773,20,39,35.026
"ENSMUST00000184389",0,18.426,0,17.705,0,0,0,0,0,0,0,0
"ENSMUST00000185027",10,10,4,7,3,3,11,4,4,5,3,0
"ENSMUST00000194364",11,22,15,26,4.104,3,17,15,6,6,6,10
"ENSMUST00000184126",27,28,41,25,5,7,16,9,13,7,14,18
"ENSMUST00000184319",4,0,1,1,3,0,0,1,0,0,1,0
"ENSMUST00000184146",0,15.173,35.873,0,14.478,9.081,34.483,35.282,15.22,17.954,25.667,39.995
"ENSMUST00000034722",27.608,0,0,23.294,0,0,0,0,0,0,0,0
"ENSMUST00000034738",53,6,50,18,10,8,7,14,10,6,10,8
"ENSMUST00000184666",2,0,3,4,4,2.252,6,1,1.14,3,0,0
"ENSMUST00000149439",7,1,6,4,0,0,0,1,0,2,5,0
"ENSMUST00000216809",3,2,0,2.523,0,0,1,2,0,0,1,0
"ENSMUST00000215370",47,15,58,0,0,0,4,3,0,5,4,6
"ENSMUST00000170846",0,0,0,45,10,4,0,0,6,0,0,0
"ENSMUST00000168166",0,0,0,0,11.355,0,8.418,0,8.225,0,0,0
"ENSMUST00000169492",41.478,6.941,32.857,17.49,8.555,4.87,8.662,17.154,9.913,18.358,9.222,18.762
"ENSMUST00000169448",26,7,38,22,10,3,8,9,3,2,1,7
"ENSMUST00000170308",191.048,276.558,178.299,239.946,53.016,89.086,94.692,156.936,49.834,52.871,349.485,338.614
"ENSMUST00000164467",263.838,729.348,327.92,855.42,205.619,138.689,430.97,463.019,146.153,75.317,260.091,310.531
"ENSMUST00000167885",717.072,660.361,1001.163,920.996,395.747,438.72,519.995,446.875,488.618,387.261,725.784,665.852
"ENSMUST00000169188",97.966,55.803,103.92,13.352,0,7.652,19.824,30.117,0,2.954,0,8.729
"ENSMUST00000166549",450.598,458.989,402.841,432.797,231.709,330.983,313.44,280.899,538.257,585.239,359.417,297.513
"ENSMUST00000123128",64.227,15.323,36.437,9.352,8.641,9.045,19.306,7.797,3.281,10.925,5.616,9.046
"ENSMUST00000123531",11.169,0,18.737,0,0,0,0,0,0,0,0,0
"ENSMUST00000136604",0,0,14.273,11.615,10.069,7.004,11.277,8.891,9.744,0,6.386,5.179
"ENSMUST00000149032",17.459,4.692,25.101,6.219,0,0,6.807,0,0,7.79,0,5.783
"ENSMUST00000130384",27.466,0,23.479,0,0,0,0,2.322,0,0,0,0
"ENSMUST00000216788",1,4,4,5,3,1,5,6,2,2,4,1
"ENSMUST00000213990",0,0,0,0,20,11.55,24,18.862,0,0,0,11
"ENSMUST00000215875",41.278,39.969,47.792,42.573,0,6.45,0,16.445,7,12.1,24.368,0
"ENSMUST00000216290",21.722,18.031,29.208,12.427,5,0,3,9.693,0,2.9,6.632,4
"ENSMUST00000216737",14,4,14,6,5,3,2,4,2,4,2,4
"ENSMUST00000168937",838,831.832,1083.134,847.994,376.248,498,762.865,665.271,553,500.078,612.5,624.698
"ENSMUST00000049355",0,19.168,55.866,20.006,50.752,0,24.135,73.729,0,52.922,18.5,68.302
"ENSMUST00000048937",76,48,84,45,20,25,37,60,31,17,35,29.772
"ENSMUST00000072232",364.989,108.366,318.222,180.636,41.597,58.326,79.907,88.16,56.074,38.997,63.489,44.202
"ENSMUST00000214733",8.608,16.043,12.003,26.037,5.004,8,19.005,12.914,6,12.722,8.858,5
"ENSMUST00000215821",5.093,11.751,5.242,9.681,72.765,88,110.77,123.892,66.067,59.173,92,78
"ENSMUST00000217459",5.377,2.077,12.892,5.144,2.008,1,2.004,2.017,2.025,3.05,2,3
"ENSMUST00000215151",385.153,855.94,321.384,729.652,357.929,461.445,452.95,510.544,223.103,230.855,202.577,237.555
"ENSMUST00000098552",581.721,205.32,165.892,298.035,0.002,0.002,0.001,0.001,0.004,0.004,0.002,0.002
"ENSMUST00000064433",0,0,595.52,0,85.349,104.277,156.882,179.202,91.502,83.696,138.055,134.983
"ENSMUST00000215614",136.32,275.467,216.807,452.425,98.508,99.009,250.001,256.724,67.132,46.879,113.191,123.142
"ENSMUST00000164100",23.564,21.347,71.232,52.965,50.353,53.323,78.588,49.386,49.015,50.494,97.694,95.602
"ENSMUST00000215462",39.583,58,63.337,77.356,30,32.16,81.336,60,17,28,30.098,36.225
"ENSMUST00000034702",8,11,17,3,2,1,5,6,3,0,6,5
"ENSMUST00000034699",3602.864,2940.917,4153.345,3029.765,664.393,651.56,1370.656,1299.184,435.646,444.98,931.558,940.019
"ENSMUST00000213324",6807.136,4020.083,6801.655,4772.235,1371.607,1795.44,1682.344,1779.816,854.354,751.02,1919.442,1805.981
"ENSMUST00000012281",5,3,0,0,4,1,0,0,1,0,0,4
"ENSMUST00000180749",1.198,1.225,2.081,0,5.065,2.774,4.914,0,0,0,2.102,3.111
"ENSMUST00000183425",45,22,34,26,3,5,13,9,9,2,13,7.002
"ENSMUST00000183873",7.909,0,9.779,2.432,0,0,5.163,19,0,8,6,0
"ENSMUST00000183467",45.091,17.304,72.22,27.568,13,9,6.837,0,8.211,0,0,11
"ENSMUST00000184563",4,4,3,1,0,0,1,0,0,0,0,0
"ENSMUST00000034905",128,73,79,47,47,41,74,77,38,57,24,43
"ENSMUST00000034904",4390,4873,3257,4649,2598,2947,3373,3661,2573,2444,3080,3169
"ENSMUST00000024104",6.007,1.115,1.061,1.06,0,0,0,0,0,0,1,0
"ENSMUST00000001402",95,7,73.467,13,1,4,11,9.666,6,4,13,8.812
"ENSMUST00000162310",0,0,8.533,0,0,0,0,3.334,0,0,0,1.188
"ENSMUST00000118869",20.881,0,46.412,34.088,0,0,0,18.503,0,0,2.177,0
"ENSMUST00000142776",2.664,7.016,12.055,5.673,0,0,0,1.04,2.059,0,1,1.043
"ENSMUST00000044551",65.113,45.985,57.736,41.241,22,23,25,14.46,16.941,8,20.823,28.959
"ENSMUST00000034903",519,406,622,432,290,308,341,356,400,431,453,473
"ENSMUST00000034900",0,2,1,3,3,1,12,9,0,1,11,4
"ENSMUST00000070742",51.645,18.08,29.546,34.396,6.978,6.5,20.958,10.584,0,1.006,0,2.001
"ENSMUST00000034898",0,22.937,0,0,0,0,0,0,0,0,2,0
"ENSMUST00000165499",10,8,3,5,2,1,1,2,0,1,2,0
"ENSMUST00000148238",54.557,51,31,51,22,34,30,48,25,26,31,46
"ENSMUST00000150850",4.09,1.243,17.214,6.883,3,2,10.422,10.625,0,0,1.774,0
"ENSMUST00000133002",7.443,3,8,3,0,3,2,3,0,2,2,1
"ENSMUST00000042235",3574.028,2269.841,3737.997,3119,1533,1600.696,2147.209,2431,1488.004,1519,1818,2281
"ENSMUST00000052441",313.281,0,0,342.177,0,0,0,0,0,0,0,0
"ENSMUST00000117645",0,270.525,456.686,81.356,41.456,46.899,107.913,115.359,33.191,26.274,53.71,55.341
"ENSMUST00000119213",13.489,11.579,16.5,3.043,3,5.006,2,4.384,3.005,2.005,2.112,1.046
"ENSMUST00000093812",897,891,1617,1288,181,203,246,264,114,116,262,279
"ENSMUST00000214587",1,21,7.201,4,2.002,4,1,4.036,0,4.001,0,0
"ENSMUST00000135009",41.885,24.373,60.898,43.334,0,0,2.916,3.873,0.998,0,0.999,1.94
"ENSMUST00000071750",20.114,12.626,58.102,31.665,1,0,2.081,3.124,0.002,0,0.01,1.637
"ENSMUST00000122827",6.365,4.171,19.325,4.194,0,0,0,1.017,0,0,0,0
"ENSMUST00000141667",34.635,15.829,29.675,30.806,0,2,9,6.983,0,0,7,3
"ENSMUST00000034881",1182.066,1255.3,1091.714,1492.537,999.594,917.877,1075.135,1291.089,986.087,902.166,1484.496,1625.854
"ENSMUST00000215933",3153.934,3098.7,3116.286,3365.463,2234.406,2678.123,3140.865,3032.911,2144.913,2142.834,3166.504,2890.146
"ENSMUST00000034878",236.802,175.993,231.889,166.894,0,0,48.863,47,24,0,29.971,29.932
"ENSMUST00000120690",0,0,0,0,21.9,29,0,0,0,8.876,0,0
"ENSMUST00000153815",13.177,0.996,6.535,6.113,2.124,5.299,7.305,5.483,2.008,3.131,3.029,7.096
"ENSMUST00000172973",0,0,0,2,0,1.861,2.86,6,0,1,3,0
"ENSMUST00000037484",74.375,3.141,40.062,0,0,0,0,4.733,1.346,0,0,3.226
