"ensembl_tr_id","GSM4223714","GSM4223715","GSM4223716","GSM4223717","GSM4223718","GSM4223719","GSM4223720","GSM4223721","GSM4223722","GSM4223723","GSM4223724","GSM4223725"
"ENSMUST00000192692",6.001,4,6,5,2,3,7,8,0,0,2,0
"ENSMUST00000130201",9.654,6.331,37.649,3.292,0,0,0,0,0,0,0,0
"ENSMUST00000156816",22.393,15.148,33.074,29.388,15.392,20.992,29.738,33.512,17.111,21.254,18.025,46.231
"ENSMUST00000045689",8.418,6.108,0,0,3.601,0,0,0,0,0,3.332,0
"ENSMUST00000115538",689.252,831.413,795.653,960.32,440.007,487.008,619.262,600.791,525.889,434.746,841.643,806.769
"ENSMUST00000192286",13.086,0,17.468,0,1.056,0,0,2.143,3.006,1.044,0,3.348
"ENSMUST00000146665",17.443,42,16.155,19,8.944,14,12,26.51,10.877,20.956,23,19.737
"ENSMUST00000027036",81.562,66.938,92.48,83.962,9.311,16.394,20.122,25.558,8.354,3.076,11.954,5.796
"ENSMUST00000141278",9.301,4.971,6.039,6.217,0,0,2.005,7.113,2.996,3,0,3
"ENSMUST00000081551",139.226,83.478,167.86,116.116,39.086,52.473,59.22,73.376,35.698,20.802,32.882,42.171
"ENSMUST00000002533",47.287,39.313,73.485,63.255,20.009,29.049,59.009,47.455,7.899,5.029,24.266,18.753
"ENSMUST00000119256",28.485,32.219,27.847,58.295,11.867,18.251,0,26.568,6.697,6.184,0,14.998
"ENSMUST00000170566",0,0,0,0,0,0,9.193,0,0,0,7.251,0
"ENSMUST00000044369",36.975,21,18,23,3,8,10,5,7,6,12.965,6
"ENSMUST00000194978",13.411,7.26,10.58,2.941,0,2.427,11.643,8.017,7.267,5.345,2.003,7.114
"ENSMUST00000192142",1.003,0,4,2,4,0,2,1,1,0,0,0
"ENSMUST00000193241",2.817,2.179,3.044,4.376,1.084,1.151,0,6.958,1.994,5.59,0,4.293
"ENSMUST00000160339",0,2,5.157,8,0,0,0,1,0,0,0,0
"ENSMUST00000027040",34.382,6.603,15.958,0,0,10.112,0,2.368,0,0,2.263,0
"ENSMUST00000162210",5,1,7,1,3,1,1,1,2,1,0,0
"ENSMUST00000161327",175.288,81.507,218.543,108.818,35,26.968,44.02,19.462,22.807,27.292,24.445,2.659
"ENSMUST00000162257",76.33,52.881,88.499,86.772,0,9.921,15.98,27.92,11.193,15.708,3.966,27.586
"ENSMUST00000159656",0,31.009,0,25.41,0,0,0,8.25,0,0,0,11.755
"ENSMUST00000191825",17.299,8.731,32.953,23.259,5,7.983,20.304,22.555,6.001,1.065,5.007,4.085
"ENSMUST00000151281",30.283,11.128,17.129,10.258,2.129,0,0,7,0,2.112,1.103,0
"ENSMUST00000151015",21.717,15.872,24.871,12.742,4.871,1,1,0,1,2.888,0.897,1
"ENSMUST00000194605",26.54,5.661,49.378,10.245,5.133,3.753,11.791,8.137,3.038,0,2.908,6.117
"ENSMUST00000061280",100.913,90.119,137.529,114.446,41.199,60.893,72.134,101.91,46.109,38.95,31.899,71.163
"ENSMUST00000182892",16.287,4.881,42.471,13.554,2.362,0,3.362,12.05,2.702,0,2.916,5.092
"ENSMUST00000183204",79.8,0,0,0,21.439,28.107,46.503,36.039,56.189,51.05,65.185,35.745
"ENSMUST00000194854",6.001,0,3,0.969,0,1.009,0,0,0,0,0,1
"ENSMUST00000193428",4,2,5,0,0,1,0,2,0,0,0,0
"ENSMUST00000119877",35.135,6.664,18.135,7.884,0.593,0,0,0,0,0,0,0
"ENSMUST00000072079",31,13,41,13,6,10,6,11,3,6,9,13
"ENSMUST00000144177",1.766,2.099,0,4.708,11.799,6.655,0,0,0,0,0,0
"ENSMUST00000027044",177.07,105.181,137,118.488,0,9.879,22.746,74.348,14.074,7.067,36.036,17.192
"ENSMUST00000190654",2.164,2.72,0,2.803,124.201,103.466,126.254,80.652,116.926,119.933,44.964,83.808
"ENSMUST00000115480",4,6,3,3,0,0,0,1,0,2,0,0
"ENSMUST00000153239",9,7.946,2,17,1,2,1,0,0,1,2,1
"ENSMUST00000088666",0,6,0,0,0,0,0,2,2,0,2,1
"ENSMUST00000088658",53.794,28.312,19.692,11.439,6.284,6,11,1.709,1.7,4.108,1.867,1.67
"ENSMUST00000115468",163.693,78.774,142.684,56.561,3.716,0,0,6.291,4.3,2.892,2.133,4.33
"ENSMUST00000188212",27.512,9.901,0,0,0,0,0,0,0,0,0,0
"ENSMUST00000057438",151.582,92.475,142.544,100.196,30.561,42.865,59.824,67.092,34.305,23.174,32.951,19.482
"ENSMUST00000207445",229.514,230.484,156.427,188.06,85.27,99.903,112.993,97.528,35.763,49.173,64.398,45.989
"ENSMUST00000171265",36.675,3.811,29.386,0,0,5,0,0,0,0,10,14.922
"ENSMUST00000097826",0,6.189,0,18,0,0,4,5.646,1,4,0,0
"ENSMUST00000191338",3.525,1.024,17.606,11.085,4.338,7.008,5.031,2.178,3,2.001,4.002,2.079
"ENSMUST00000147000",13,7,11.986,10.978,0,2,1,3,2,0,2,0
"ENSMUST00000027050",406.126,304.546,326.222,365.242,154.511,155.74,159.091,137.538,124.347,97.06,173.38,156.99
"ENSMUST00000190155",0,0,0,0,0,0,41.208,34.499,55.205,40.697,34.118,53.417
"ENSMUST00000139578",41.08,14.122,37.155,14.042,1.029,4.141,15.596,10.433,6.252,6.243,9.258,7.203
"ENSMUST00000191296",8.64,10.332,18.622,15.717,2.46,6.119,5.107,2.554,1.198,0,6.244,6.391
"ENSMUST00000190610",3,2.47,1.199,3.461,0,0,1,3,0,0,0,0
"ENSMUST00000071087",77.732,36.307,74.51,33.123,0,5.178,3.594,4.36,5.6,3.143,6.064,3.385
"ENSMUST00000143606",8.45,1.116,10.702,1.051,0,0,1.077,0,0,0,0,0
"ENSMUST00000122156",12.249,0,5.55,9.44,1,3.346,2.765,3.444,8.461,2.128,7.005,3.657
"ENSMUST00000190063",22.881,0,13.957,15.021,0,0,0,0,0,0,0,0
"ENSMUST00000186294",0,0,25.338,0,2.021,0,0,0,0,0,0,0
"ENSMUST00000149214",0,2.69,0,4.743,0,2.537,1.603,1.475,0,3.808,0,0
"ENSMUST00000190318",19.01,1,13,4,0,0,0,1,0,1.205,2,1
"ENSMUST00000188449",10.935,0,4.552,0,0,0,0,0,0,0,0,0
"ENSMUST00000190625",22.754,16.417,35.346,18.843,3.979,2.938,8.962,2.947,1.939,2.971,4.931,1.958
"ENSMUST00000088615",148,60.399,161.718,75.286,30.808,23,34,35,20,27,35,29
"ENSMUST00000156563",3,0,3,1,1,0,0,3,1,1,0,2
"ENSMUST00000128834",284.063,268.178,217.056,232.078,90.256,133.777,162.304,139.668,102.851,118.592,97.894,107.151
"ENSMUST00000131556",0,8.601,15.065,2.714,1.192,0,0,0,0,0,0,0
"ENSMUST00000192111",9,0,14,1,0,1,1,1,1,0,0,0
"ENSMUST00000027056",78.129,16.142,50.367,16.263,4.993,5.469,7.568,9.636,19.792,10.363,2.279,4.529
"ENSMUST00000190935",19.678,6.023,15.973,17.862,7.286,7.395,17.661,20.392,12.014,4.065,4.436,5.011
"ENSMUST00000189822",102.05,60.791,85.646,62.747,9.753,4.733,10.521,17.396,29.365,15.657,6.903,11.806
"ENSMUST00000189385",0,7.068,0,0,0,0,0,0,6.25,0,0,1.719
"ENSMUST00000171690",2.033,1.007,4.492,1.759,1.004,1.1,13.626,7.862,3.009,1,0,2.463
"ENSMUST00000195360",4,3.92,3,3,0,3.118,1,0,1,2,0,0
"ENSMUST00000180062",0,24.025,0,3.166,3.282,0,0,0,0,0,0,0
"ENSMUST00000186051",0,0,7.436,0,0,1.132,0,0,0,2,0,0
"ENSMUST00000187376",7.507,0,10.103,0,0,0,2.746,2.414,0,0,0,0
"ENSMUST00000088585",5.854,0,0,27.827,53.211,59.143,40.808,92.868,11.845,0,64.579,85.565
"ENSMUST00000186405",5.463,0,24.96,17.281,0,1.485,0,0,0,0,0,0
"ENSMUST00000186674",7.118,2.81,3.66,1.13,1.015,1.049,3.33,3.292,0,2,4.23,4.236
"ENSMUST00000189447",32.823,22.683,69.841,56.387,0,5.816,11.918,0,0,0,0,0
"ENSMUST00000185780",891.236,597.482,1385,1124.21,222.493,261.375,725.197,684.426,142.155,132,720.191,754.199
"ENSMUST00000188454",5.996,1.715,6.468,6.997,2,0,2,2,0,0,0,0
"ENSMUST00000081713",43.119,0,28.06,6.892,6.39,0,0,0,0.001,3,5,0
"ENSMUST00000068304",0,5.981,0,24.741,0,3,8,8.305,5.659,0,0,6.649
"ENSMUST00000146784",0,0,2,4,0,1,0,0,0,3,3,1
"ENSMUST00000147927",6.932,1.665,9.56,1.04,0,1,0,1.094,0,1,2,0
"ENSMUST00000143603",16.147,4.192,20.508,7.905,4.647,2.16,6.626,10.025,4.491,1.023,2.091,1.353
"ENSMUST00000139970",7,0,2.048,0,0,0,0,1,0,0,0,0
"ENSMUST00000195493",12.169,4.118,13.912,4.005,2,3,2,4.105,2,1,3.018,3.023
"ENSMUST00000194484",3,0,6,1,0,2,1,2,0,1,4,1
"ENSMUST00000195506",2.999,1.06,7.311,0,11.88,2.049,15.213,3.754,0,1.84,1.194,3.893
"ENSMUST00000195718",49.75,28.063,54.105,22.108,14.218,15.358,19.767,16.529,12.58,10.838,11.061,14.002
"ENSMUST00000027068",557.821,282.66,578.835,410,175,162,248,255,133,130,215,200
"ENSMUST00000185447",90.179,6.34,262.165,0,0,0,0,0,0,0,0,0
"ENSMUST00000027071",198.602,170.064,177.641,201.99,66.114,44.478,109.64,120.142,58.417,57.445,97.001,78.284
"ENSMUST00000156222",0,3.269,10.893,0,0,2.244,0,0,0,0,0,0
"ENSMUST00000194537",10.12,0,2.348,2.002,0,0,0,1,0,0,0,1.001
"ENSMUST00000027066",0,0,0,63,102,139.999,89,82,110.008,114,57,67
"ENSMUST00000168081",154,127,68,0,0,0,0,0,0,0,0,0
"ENSMUST00000185329",12,10,13,0,8,6,3,12,5,5,4,2
"ENSMUST00000187401",1,1,0,1,2,0,3,1,2,0,0,0
"ENSMUST00000170146",0,6,2,0,1,0,10,10,2,0,8,7
"ENSMUST00000194564",8.013,7.817,10.731,5.119,2.371,0,0,0,0,0,0,0
"ENSMUST00000188371",46.931,34.42,46.438,35.225,8.333,20.56,36.108,40.476,7.142,5.707,14.143,14.387
"ENSMUST00000186565",16.631,12.043,19.141,23.803,1.393,1.133,7.916,3.755,2,2.492,1.996,2.261
"ENSMUST00000040695",1,2,17,18,1,6,10,4,2,1,4,6
"ENSMUST00000145070",2,0,1.465,0,6,2,6,5.356,8,12,5,4.193
"ENSMUST00000140597",1816.454,1110.744,2144.413,1564.382,554.823,749.07,1039.162,1127.016,781.717,733.873,948.888,1058.817
"ENSMUST00000058437",178.268,130.826,175.324,197.43,22.962,14.896,93.48,0,25.337,20.544,0,0
"ENSMUST00000141217",6.902,2.43,1.188,6.276,1.216,0,0,0,3.92,2.583,1.161,7.531
"ENSMUST00000149566",0,0,0,0,0,0,0,54.669,0,0,16.951,17.652
"ENSMUST00000027053",121,73,113.616,77,15,3.759,37,38,9.188,15,17,26
"ENSMUST00000152626",0,0,3.384,0,0,5.241,0,0,1.812,0,0,0
"ENSMUST00000054668",0,0,0,0,6.48,0,14.984,10.789,36.886,0,11.305,5.208
"ENSMUST00000162627",107.306,113.228,125.125,141.601,80.692,100.5,111.765,101.766,30.313,72.361,125.08,110.893
"ENSMUST00000027052",7.279,12.669,13.134,8.652,2.828,7.259,11.846,4.609,5.631,0,8.725,4.899
"ENSMUST00000115360",69.415,96.102,43.719,81.747,21,18.24,30.405,44.836,27.17,25.39,30.291,31
"ENSMUST00000182554",3.288,0,4.886,3.483,0,0,0,1.105,0,0,1.021,0
"ENSMUST00000117146",103.435,54,96.973,87.185,28.38,22,53,59.895,26,33,36.978,42
"ENSMUST00000136455",17.576,12.739,12.641,13.35,3.873,5.78,7.102,10.222,3.517,0,3.419,4.49
"ENSMUST00000188641",86.223,23.745,66.321,34.949,5.166,10.476,8.294,29.687,11.417,9.999,20.44,13.538
"ENSMUST00000115352",245.777,393.255,239.679,390.051,124.834,134.524,206.706,180.313,160.583,145.001,153.56,184.462
"ENSMUST00000177501",191.004,85.479,180,151,27,36,51,41,27.999,32,42,51
"ENSMUST00000026881",8,3,7,6,7,7,8,4,4,6,4,5
"ENSMUST00000026879",3.582,0,0,1,0,0,2,2.348,2,1,0,0
"ENSMUST00000189465",3.418,5,2,0,2,3,3,1.652,0,1,1,1
"ENSMUST00000088476",7.851,2.007,10.059,8.005,0,1,3.028,4.005,0,0,3.004,6.002
"ENSMUST00000095075",5,0,7,7,0,0,6,6,0,0,2,3
"ENSMUST00000027059",1.202,0,1.024,0,0,0,3.002,0,5.579,0,0.001,5
"ENSMUST00000053266",61.167,10.874,58,12.222,0,0,4,0,0,0,2,2
"ENSMUST00000188112",8.833,9.126,0,7.778,2,0,0,1,0,1,0,0
"ENSMUST00000181654",3,2,8,6,1,0,2,0,4,2,1,4
"ENSMUST00000189400",190,187,144,165,485,591,520,556,603,594,522,541
"ENSMUST00000038447",158,185,202,225,10,12,30,26,2,7,17,19
"ENSMUST00000037998",31,29,57,47,17,14,35,35,19,18,46,32
"ENSMUST00000027065",21.505,7.885,12.658,31.079,2.514,5.467,32.151,5.212,0,0,0,5.957
"ENSMUST00000027064",24.495,26.115,20.342,11.921,16.486,11.533,15.849,48.788,21,18,22,28.043
"ENSMUST00000027067",3,2,3,2,3,3,9,4,1,4,5,10
"ENSMUST00000029667",14,5,1,4,0,0,0,0,1,0,0,0
"ENSMUST00000081544",1.176,5,1.123,11.004,0,0,0,2,0,0,0.999,0.999
"ENSMUST00000191045",0,2,1,1.003,1,4.006,0,0,2.169,0,0,3.001
"ENSMUST00000027343",131.347,95,127.747,83,24,31,91,96,10,32,36,45
"ENSMUST00000188677",24.653,0,11.253,0,0,0,0,0,0,0,0,0
"ENSMUST00000144602",0,1,0,0,0,0,0,1,7,2,0,0
"ENSMUST00000063663",46,31,20,32,93.231,108,121,98,210,216,60,75
"ENSMUST00000027339",107.082,64,78.063,74,15.42,15.046,28.156,28,11,14.161,19.836,23.44
"ENSMUST00000136506",0,0,0,0,7.349,3.549,3.844,0,0,7.839,3.903,4.56
"ENSMUST00000141330",87.918,0,93.937,0,0,1.405,0,0,1,0,1.261,0
"ENSMUST00000027338",151,233,206,241,126,138,225,252,104,99,110,106
"ENSMUST00000187619",69.757,83.864,75.864,112.981,25.974,25,51,44.988,26,29.643,25.988,25
"ENSMUST00000027337",14.514,6.755,16.983,3.325,1.026,1,0,1.012,0,0,1.092,0
"ENSMUST00000185525",17.729,0,13.153,1,0,0,0,1,0,0,0,0
"ENSMUST00000088349",26,25,75,77,2,0,6,5,0,6,2,4
"ENSMUST00000187714",0,5.471,0,2.628,0,0,6.318,6.294,0,6.247,3.682,6.248
"ENSMUST00000088336",11064.423,15216.138,12397.448,13170.33,0,0,0,0,0,0,0,0
"ENSMUST00000188299",20884.927,28764.715,17151.52,26869.4,24670.553,29898.955,44611.591,48330.763,33880.965,31963.32,23593.81,27579.82
"ENSMUST00000190277",73862.295,122936.976,80239.095,132942.764,112811.678,137195.782,218248.085,225998.863,130134.705,128537.846,166287.392,173618.534
"ENSMUST00000189941",9401.35,9327,8621.312,9644.264,6108.389,8228.152,12366.004,11355.471,8987.061,9059.353,8905.051,9676.241
"ENSMUST00000187117",39450.321,48110.776,36554.058,45715.832,31942.826,38024.593,66548.846,69516.366,41994.328,41699.132,49407.303,50737.899
"ENSMUST00000095062",531.599,352.409,579.601,378.83,209.617,282.684,383.188,412.71,190.68,200.5,412.318,439.919
"ENSMUST00000126626",22.606,0,14.395,10.363,4,4,0,14,0,3,3.8,0
"ENSMUST00000146592",0,19,6.605,0,0,0,4,0,0,0,3.2,0
"ENSMUST00000135518",4.182,0,0,10.637,0,0,0,0,0,0,0,5
"ENSMUST00000190202",7.957,1.078,7.253,0,2.033,1.176,4.481,3.527,0,0,1.441,0
"ENSMUST00000189254",26,19,48,18,2,2,2,10,0,0,1,4
"ENSMUST00000192443",6,4,5,7,0,0,0,0,0,0,1,0
"ENSMUST00000193392",8.358,3.027,6.095,2.03,3.015,0,0,4.53,0,0,1.118,1.106
"ENSMUST00000195128",6,3,29,4,1,0,0,1,0,0,0,1
"ENSMUST00000192216",68.192,18.554,79.212,10.69,12.461,19.831,46.478,32.449,7.412,9.75,10.148,8.333
"ENSMUST00000194535",18,6,18,0,0,1,2,2,0,0,0,0
"ENSMUST00000194644",4.403,3.011,6.73,1,1.927,2.003,4.06,3.217,0,1,0,1.767
"ENSMUST00000195723",6.6,4.553,0,1.644,4.8,3.552,0,1.269,0,2.522,0,1.459
"ENSMUST00000192448",5,0,3,1,0,0,1,1,0,0,0,0
"ENSMUST00000194923",4,5,14,1,0,2,1,1,0,0,3,1
"ENSMUST00000194343",6,2,4,5,0,0,2,1,0,1,2,1
"ENSMUST00000193585",5.444,0,2.851,3.002,41.319,55.061,59.267,81.431,12.778,8.699,15.005,14.154
"ENSMUST00000145844",7.1,0,7.88,2.806,0,0,0,0,3.246,0,0,0
"ENSMUST00000088310",113.98,129.439,164.295,148.58,48.864,49.363,70.621,89.137,57.204,52.041,60.526,55.849
"ENSMUST00000191329",41.343,0,51.972,0,0,0,0,0,0,0,0,0
"ENSMUST00000186105",54.346,30.31,22.53,0,6.069,0,0,7.035,16.355,0,0,22.862
"ENSMUST00000191064",0,0,63.652,41.708,0,0,0,0,0,0,0,0
"ENSMUST00000185521",5.503,4.306,2.652,3.482,0,2.184,1.047,0,3,2,3,1
"ENSMUST00000185604",4,0,9,1,0,0,0,1,0,0,0,0
"ENSMUST00000192050",1,6,7,1,0,1,3,2,3,0,3,0
"ENSMUST00000233506",0,0,0,0,0,0,0,244.948,164.559,0,261.89,186.344
"ENSMUST00000027232",587.846,167.595,526.338,199.914,851.622,988.946,1036.412,818.97,1169.441,1245,1083.11,1292.656
"ENSMUST00000076587",218.154,503.405,205.662,683.086,119.378,192.054,952.588,938.082,0,0,0,0
"ENSMUST00000189878",0,0,0,2.008,1.633,4.477,3.01,4.457,0,0,0,1.478
"ENSMUST00000192993",163.141,52.044,184.567,47.992,0,0,0,58.802,0,0,0,34.797
"ENSMUST00000195240",6.579,1.012,8.177,10.635,4.237,5.217,12.249,14.504,6.019,9.546,5.789,4.106
"ENSMUST00000027312",68,26,57,40,9,8,5,17,3,3,2,8
"ENSMUST00000088287",0,0,0,25,0,6,10,0,5,5.999,0,12
"ENSMUST00000151482",2.608,3,2,5,1,0,0,3,1,0,1.31,2
"ENSMUST00000115174",13.618,6.953,8.783,0,5,0,0,5,0,0,4.69,0
"ENSMUST00000132066",13.63,5.047,9.217,0,0,0,0,0,0,0,0,0
"ENSMUST00000044691",18.479,6,15,7,0,1,1,6,2,2,5,1
"ENSMUST00000189741",9.521,2,6,10,0,0,3,3,1,0,0,1
"ENSMUST00000139143",48.878,29,44.683,45,10,9,18,18,10,8,10,13
"ENSMUST00000019861",21.122,0,39.317,0,0,0,0,0,0,0,0,0
"ENSMUST00000140163",5.962,2.67,0,5.068,0,0,5.677,2.116,1.137,0,0,0
"ENSMUST00000044455",59.038,23.33,46,18.932,2.286,19,5.323,11.884,7.864,12,11.986,8
"ENSMUST00000129464",15,12,22,12,7,12,7,9,4,9,3,2
"ENSMUST00000183034",0.011,10.264,0.009,0.008,0.033,0.03,0.023,0.021,0.029,0.014,0.02,0.021
"ENSMUST00000182697",0,0,10.503,0,0,0,4.451,0,0,0,0,0
"ENSMUST00000182314",7.697,6.991,0,0,0,2.094,0,7.148,2.015,1.146,4.134,5.124
"ENSMUST00000183331",45.91,0,8.648,7.157,1.234,0,0,0,0,0,0,0
"ENSMUST00000097786",1274.261,392.184,1280.687,415.168,115.575,50.11,106.89,138.891,64.287,146.885,62.201,77.875
"ENSMUST00000097785",0.014,23.302,0.013,31.873,0.039,2.795,8.949,0.032,2.743,0.025,6.065,2.712
"ENSMUST00000183302",19.28,1.989,23.443,20.821,8.052,9.273,14.633,19,6.116,9.217,8.269,5.243
"ENSMUST00000185269",0.002,0.002,0.002,0.001,0.004,118.396,109.04,67.9,51.162,0.004,105.017,70.775
"ENSMUST00000189952",0,9.134,19.705,0,0,0,0,0,0,0,0,0
"ENSMUST00000194192",35.213,5.824,106.081,41.768,13.595,10.018,6.513,17.634,11.001,16.021,10.616,19.477
"ENSMUST00000182018",158.811,164.513,261.917,228.195,150.111,141.334,204.903,248.049,109.615,122.809,242.791,260.873
"ENSMUST00000185736",12.025,2.16,10.304,0,2.065,4.169,6.573,6.499,2.01,2.023,1.086,3.308
"ENSMUST00000188254",2,4,4,2,5,4,0,4,4,1,2,0
"ENSMUST00000192173",8.912,0,0,1,1.106,5.144,6.999,3.21,1,2.995,1,3
"ENSMUST00000042493",31,9,7,25,4,8,5,7,4,4,7,6
"ENSMUST00000027303",689,1002,660,996,529,625,644,740,772,725,800,772
"ENSMUST00000187077",26.856,7.151,30.231,4.441,1.847,5.383,9.438,7.977,3.89,3.521,0,3.083
"ENSMUST00000027302",28.759,11.635,16.399,13,0,0,0,0,0,0,0,0
"ENSMUST00000186252",31.732,27.914,73.334,49.309,29.227,14.277,30.641,33.779,6.074,7.485,3.249,11.082
"ENSMUST00000188972",9.502,8.23,5.194,1.084,0,0,0,0,1,0,0,0
"ENSMUST00000188019",18.738,10.135,4.406,7.916,0,0,0,0,0,0,0,0
"ENSMUST00000052670",3,2,3,1,0,1,1,0,0,0,0,0
"ENSMUST00000159747",128.914,36.443,148.528,95.417,10.804,6.223,23.015,25.153,5.327,7.773,20.974,7.471
"ENSMUST00000047664",2046.248,3606.535,3302.241,6162.315,914.18,1129.764,2025.889,1907.794,826.673,784.241,1768.026,1915.507
"ENSMUST00000162760",65.42,25.146,122.231,31.866,0,13.972,3.466,30.055,10.202,23.986,8.588,32.022
"ENSMUST00000160855",6.419,22.876,0,68.403,24.016,13.04,32.647,21.998,11.798,0,28.412,0
"ENSMUST00000047534",345,307,320,288,85,116,114,123,106.999,89.999,107,91
"ENSMUST00000192924",7,4,10,4,1,2,1.014,0,0,0,2,6
"ENSMUST00000156687",1,0,2,0,4,9,7,5,3,0,2,8
"ENSMUST00000027297",64.999,41.352,58.948,25.306,19.938,24.134,28.684,30.363,22.916,18.143,33.42,22.718
"ENSMUST00000191722",575.001,617.648,619.052,796.694,640.062,760.866,827.316,774.637,1074.084,1004.857,869.58,1002.282
"ENSMUST00000088174",73,48,98,81,24,17.805,44,40,26,23,36,36
"ENSMUST00000193983",8.311,4.296,8.227,2.227,4.588,0,7.496,4.125,0.692,0,2.019,0
"ENSMUST00000046875",228.684,176.877,272.489,246.862,77.851,98.999,162.317,167.49,73,64,124.688,134.454
"ENSMUST00000173999",10.612,0,3.926,0,0,0,1.852,0,0,0,0,2.204
"ENSMUST00000174266",12.546,0,4.441,0,0,0.001,0,0,0,0,3.312,1.341
"ENSMUST00000174716",60.521,12.573,56.88,16.927,6.695,4.198,26.658,14.764,4.064,7.768,5.594,8.877
"ENSMUST00000056946",64.092,73,41,62.001,1,15,8,9.633,4,6,1.584,3
"ENSMUST00000097778",0,0,0,0,0,0,0,0,0,8.967,0,2.023
"ENSMUST00000116629",43,11.749,41.355,8.93,14.723,22.557,43.246,39.006,10.824,11.882,24.954,29.921
"ENSMUST00000115031",0,0,0,0,5.835,6.717,0,0,0,0,0,0
"ENSMUST00000192874",23.595,5.878,22.014,19.286,9.722,7.702,19.457,7.754,14.61,13.297,9.264,10.871
"ENSMUST00000115029",0,5.251,3.645,16.07,2.443,5.727,8.754,17.994,22.176,7.151,12.046,4.056
"ENSMUST00000185912",56,31,42,50,30,33,45,49,29,35,31,38
"ENSMUST00000185614",6.002,2.004,8.09,2.001,0,0,0,1.032,0,0,0,0
"ENSMUST00000192969",17.723,12,24,24.486,13,14,19,30,13,17,21,17
"ENSMUST00000125304",161.345,34.894,95.668,69.588,54.899,62.235,73.221,99.035,89.933,55.218,49.784,55.727
"ENSMUST00000001171",112.932,115.106,205.267,137.706,164.101,181.765,208.779,215.953,131.86,147.782,207.216,226.273
"ENSMUST00000193502",8.014,6.011,9.027,1,0,0,1,4.629,1,2,1,2.001
"ENSMUST00000153128",2,1,1,2,1,0,2,3,0,0,1,0
"ENSMUST00000001166",357.996,335,352.981,374,119,104,161,169,107.999,102.999,170.998,150.998
"ENSMUST00000193083",28,39,0,62,8,0,18,28,10,11,14.43,16
"ENSMUST00000191849",0,0,43.431,0,0,5.233,0,0,0,0,1.57,0
"ENSMUST00000207843",23,2.493,30.569,14.204,10,10.767,21,3.036,3.549,8,18,18
"ENSMUST00000001172",0,15.507,0,13.796,0,0,0,12.964,11.451,0,0,0
"ENSMUST00000195620",0,113,0,0,28,27,65.999,70.999,15.983,9.986,20.999,18.999
"ENSMUST00000114991",75,0,89,185,0,0,0,0,0.006,0.005,0,0
"ENSMUST00000194426",1,2,8,0,2,0,2,0,0,0,0,0
"ENSMUST00000149224",1,1,1,4,0,0,3,3,2,0,0,1
"ENSMUST00000194025",4,14,5,23,2,3,8,7,1,1,8,11
"ENSMUST00000193210",167.487,61.592,116.709,72.554,30.576,40.822,57.097,41.562,49.151,32.115,63.04,57.724
"ENSMUST00000195151",1036.45,235.484,1043.869,273.197,219.38,250.052,284.5,292.554,225.25,219.187,311.806,288.867
"ENSMUST00000193235",779.063,429.924,807.422,328.249,209.044,270.126,370.404,337.884,196.599,172.698,286.154,353.408
"ENSMUST00000043951",1097,1278,1182,1462,545,696,918,927,729,660,848,953
"ENSMUST00000027291",8,8,18.749,11,0,1,0,2,1.594,1,4,0
"ENSMUST00000027290",272.937,206.959,288,239.636,87,97.784,133,150,82.999,74.999,84.597,84
"ENSMUST00000189470",22.713,15.534,11,8,6,2.216,1,1,0,3,3.403,3
"ENSMUST00000194317",3,3,5.002,1,0,0,0,1,0,0,1,1
"ENSMUST00000124404",7.371,1.007,11.145,4.034,0,0,0,1,1,0,0,0
"ENSMUST00000238500",194.579,351.972,242.133,418.42,8.171,20,86.266,81.768,20,12,107.416,107.709
"ENSMUST00000195450",113.876,103.186,108.995,128.446,1,3,8,16,0,2,8,6
"ENSMUST00000194320",13.175,17.835,19.727,25.101,2.829,0,4.734,8.232,0,0,7.584,4.291
"ENSMUST00000027288",2.943,2,1.001,2,1,0,3,3,6.991,2,2.003,1
"ENSMUST00000027287",24,10,8.662,10,6,2,2.243,0,0,2.212,0,1.075
"ENSMUST00000193774",0,0,0,0,0,0,4.757,5,0,2.788,2,5.925
"ENSMUST00000058307",2,0,0,0,5,1,1,3,0,1,2,2
"ENSMUST00000027286",310,149,297,161,126,136,134.052,136,119,121,163,167
"ENSMUST00000114925",125,229.023,104,303,88,63,162,195,65,47,83,118
"ENSMUST00000042161",30,0,32,31.49,7,2,4.809,3.617,2,2,1.163,4.907
"ENSMUST00000151952",0,17.109,0,0,0,0,0,0,0,0,0,0
"ENSMUST00000143636",0,4.891,0,6.272,0,0,5.191,3.383,0,0,1.837,2.093
"ENSMUST00000041815",0,2,8.301,0,0,1,0,0,0,2,0,0
"ENSMUST00000114902",7.068,0,0,1.096,0,0,0,0,1,0,0,1
"ENSMUST00000151735",8.076,4,2.879,1.154,0,0,1,5.784,0,0,0,0
"ENSMUST00000123082",14.986,18,25.429,20.75,0,2,9,6.216,0,3,7,3
"ENSMUST00000134024",46.87,29,89.391,59,16,35,42,35,34,23,22,37
"ENSMUST00000181885",0,0,6.101,1.003,0,0,1.019,2.506,0,1,0,0
"ENSMUST00000041621",84,146,62,113,59,50,82,92,58,59,77,62
"ENSMUST00000027257",103.72,82.155,118.733,89.753,14,28,32,38,27,24,34.294,27
"ENSMUST00000131754",12.28,0,13.267,1.247,0,0,0,0,0,0,0,0
